Title,Content,Published At,Source,URL,Category
"Депутат Госдумы Пётр Толстой заявил, что в 90-е годы России навязали ценности индивидуального успеха и представление о необходимости строить карьеру.","Депутат Госдумы Пётр Толстой заявил, что в 90-е годы России навязали ценности индивидуального успеха и представление о необходимости строить карьеру.

«Нам фактически навязали ценности, которые в стране не были приняты. Индивидуализм, история индивидуального успеха, слова, связанные с карьерой, которыми до сих пор пичкают наших детей в системе образования. Это всё ценности, которые были нам привиты, навязаны на протяжении 30 лет, и до сих пор они доминируют в нашей стране», — заявил депутат.

По словам Толстого, за 30 лет гибридной войны западная парадигма осела и до сих сохраняется в обществе. При этом, по его словам, люди, которые верят в «руку рынка» и фразу «если такой умный, то чего такой бедный?», не понимают, что их время уже ушло и не вернётся.",2024-06-27T11:43:07+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27270,
Зампредседателя Госдумы Пётр Толстой анонсировал внесение инициативы о признании права на жизнь и охрану здоровья до рождения ребёнка.,"Зампредседателя Госдумы Пётр Толстой анонсировал внесение инициативы о признании права на жизнь и охрану здоровья до рождения ребёнка.

«Все мы вместе работаем над тем, чтобы создать законодательную базу новой России на основе наших традиций, ценностей. И тогда мы сможем вести эту войну. Правильное слово “война”? Или борьбу? Схватку. Тут важно правильное слово. И тогда мы её выиграем. Победа будет за нами», — заявил Толстой.

Ещё он анонсировал запрет на усыновление детей гражданами стран, где разрешена смена пола.",2024-06-27T11:22:49+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27269,
15-летнего школьника из Орловской области приговорили к пяти годам колонии по делу об участии в легионе «Свобода России»*. ,"15-летнего школьника из Орловской области приговорили к пяти годам колонии по делу об участии в легионе «Свобода России»*. 

По данным «Медиазоны»**, силовики сфабриковали протокол опроса подростка, внеся туда признание в отправке анкеты для вступления в запрещённую организацию.

Школьник Арсений Турбин стал самым молодым российским политзаключённым. 24 июня суд признал его виновным в участии в террористической организации. По версии ФСБ, на летних каникулах Арсений раскладывал по почтовым ящикам листовки украинского легиона «Свобода России» и сфотографировался на фоне бело-сине-белого флага. Подросток якобы отправил представителям движения анкету для вступления и выполнил по их поручению несколько заданий. Сам Турбин отрицает обвинения. 

По данным «Медиазоны», сотрудники подделали протокол опроса Арсения, который лёг в основу дела и стал одним из главных доказательств против подростка. Турбин якобы признался, что отправлял анкету легиону. Как оказалось, в оригинальной записи опроса школьник ни разу не говорит, что отправлял анкету. Напротив, следователи убеждают подростка, что в этом нет ничего противозаконного, это не то же самое, что провести диверсию, «нормально» и «можно». Только после этого Турбин говорил, что, возможно, когда-то хотел вступить в легион, но побоялся делиться личными данными с незнакомцами. В протокол, который рассматривал в итоге суд записали: «Я планировал вступить в указанный легион и направил им заполненную анкету».

*запрещена в РФ
**признана иноагентом",2024-06-27T10:38:04+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27268,
Минимум треть россиян одобряют пытки подозреваемых в терроризме. ,"Минимум треть россиян одобряют пытки подозреваемых в терроризме. 

Это следует из ежегодного опроса “Общественного вердикта”* об отношении граждан к пыткам и насилию. Правозащитники узнали мнение 9,5 тысяч россиян с помощью опроса, который мы публиковали ранее, и 1000 человек телефонным обзвоном. Согласно полученным данным, 31% участников опроса согласны на пытки предполагаемых террористов. При этом среди опрошенных по телефону насильственные методы допроса одобрили 68% — свыше 2/3 россиян.

Телефонные респонденты в целом чаще готовы инвестировать в насилие. В основном это мужчины: молодые и среднего возраста. Правозащитники полагают, что так они реализуют свою гендерную роль — “мужчина в ответе за безопасность”. На ответы влияет и масштаб угроз, с которым сталкиваются респонденты. В случае незначительного нарушения, люди склонны осуждать насилие полиции. При масштабном конфликте опрошенные готовы одобрить применение силы. Так, 44% респондентов считают, что полиция имеет право “незначительно” нарушить закон для раскрытия общественно-значимых преступлений. В случае массовых беспорядков доля одобряющих полицейское насилие возрастает до 2/3 опрошенных. 

«Мы видим определенный уровень опривычивания насилия, насилие как метод воспринимается инструментом решения любой проблемы», — рассказывают правозащитники “Осторожно, новости”. Определенную роль в этом могло сыграть и начало СВО, считают сотрудники “Общественного вердикта”: «Официальные каналы ничем, кроме разгонки ненависти, не занимаются. Это общее настроение в обществе, ориентация экономики, мобилизация всех ресурсов в стране. И как бы ни старались власти максимально оградить обычных людей от ведущихся военных действий, это длится уже больше двух лет. Общество, конечно, понимает, что оно находится в состоянии войны. И, конечно же, это очень сильно влияет на внутреннее, общее состояние людей. Непонятно, что будет дальше, непонятно, как строить планы. И вот это внутреннее напряжение, оно, конечно, может очень сильно влиять на все ответы».

*внесен в перечень иноагентов",2024-06-27T08:30:23+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27267,
"Глава СК Александр Бастрыкин заявил, что ведомство решило «отпугивать» получивших российское гражданство мигрантов постановкой на воинский учёт.","Глава СК Александр Бастрыкин заявил, что ведомство решило «отпугивать» получивших российское гражданство мигрантов постановкой на воинский учёт.

Около 10 тысяч таких мигрантов уже отправились на СВО.

На дискуссии в рамках ПМЮФ Бастрыкин заявил, что ведомство «отловило 30 тысяч» не желавших вставать на воинский учёт мигрантов, и объяснил это конституционной нормой.

«Зачем они там нужны, эти товарищи? Рыть окопы и укрепления создавать, для этого нужны хорошие рабочие руки», — сказал Бастрыкин.

Также глава СК рассказал о том, что за 4 месяца 2024 года в Москву, Подмосковье и Петербург приехали почти 3 млн мигрантов, а «на пароходики» в Петербурге туристов приглашают «только узбеки и таджики». Он предложил ужесточить миграционные нормы, обязать предпринимателей обосновывать необходимость завоза мигрантов и сделать статус нелегального мигранта отягчающим обстоятельством.",2024-06-27T07:18:57+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27266,
Тело погибшего мужчины обнаружили под одним из опрокинувшихся вагонов в Коми.,"Тело погибшего мужчины обнаружили под одним из опрокинувшихся вагонов в Коми.

После схода вагонов за медпомощью обратились 46 человек. 10 человек доставили в больницу Инты. Там врачи и волонтеры оказали первую помощь.

Трое пострадавших будут перевезены на лечение в Сыктывкар, ещё двое —  в Воркуту. В больнице Инты останутся три человека, которые находятся в удовлетворительном состоянии. Преимущественно у пострадавших - ушибы, ссадины и рваные раны.
 
Всего в составе поезда было 14 вагонов, в них находилось 195 пассажиров и 20 работников железной дороги.   Для пассажиров подготовили в Инте два пункта временного размещения людей: один  —  в гостинице Северянка, другой  —  на базе школы.

UPD: РЖД сообщает, что найдено тело ещё одного погибшего",2024-06-27T04:43:29+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27265,
No Title,,2024-06-26T22:43:45+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27264,
No Title,,2024-06-26T22:43:45+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27263,
No Title,,2024-06-26T22:43:45+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27262,
No Title,,2024-06-26T22:43:45+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27261,
No Title,,2024-06-26T22:43:45+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27260,
No Title,,2024-06-26T22:43:45+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27259,
No Title,,2024-06-26T22:43:45+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27258,
No Title,,2024-06-26T22:43:45+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27257,
"Атмосфера в Тбилиси и Батуми, где продолжают праздновать исторический выход сборной Грузии в плей-офф Евро после победы над сборной Португалии.","Атмосфера в Тбилиси и Батуми, где продолжают праздновать исторический выход сборной Грузии в плей-офф Евро после победы над сборной Португалии.

В 1/8 грузины сыграют со сборной Испании.",2024-06-26T22:43:45+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27256,
Попытка госпереворота в Боливии. Что происходит?,"Попытка госпереворота в Боливии. Что происходит?

— Мятежный генерал Суньига заявил о создании временной власти в Боливии. Он утверждает, что в стране закончилась эпоха социалистического режима и правления партии “Движение к социализму”. Генерал обвинил действующие власти в том, что они следуют авторитарному, крайне левому пути и пообещал восстановить демократические институты. 

А также заявил, что армия освободит всех политических заключенных, включая правых политиков и бывшую исполняющую обязанности президента Жанин Аньес. Суньига также говорит, что помилует всех военнослужащих, участвовавших в попытке госпереворта 2019 года.

— В это самое время президент Боливии Луис Арсе, который отказывается принимать требования мятежного генерала, утвердил новое высшее военное командование страны. Он принял присягу у командующих, это показали по национальному ТВ (на видео).

— Все страны региона поддержали действующего президента Боливии. Президент Уругвая Луис Лакалье осудил попытку переворота и выразил солидарность с правительством Луиса Арсе. Министр иностранных дел Мексики Алисия Барсена выразила поддержку президенту Боливии. Правительство Колумбии также осудило действия военных в Боливии, заявив, что они «угрожают разрушением конституционного порядка в этой стране». Действия генерала Суньиги также осудили в ЕС.

Почему эти события важны для РФ: Президент Боливии Арсе только в начале июня принял участие в Петербургском международном экономическом форуме, он также провел переговоры с Путиным. Тогда лидер страны говорил о важности укрепления двусторонних отношений с РФ. 

Боливия — один из мировых лидеров по запасам лития, который необходим для производства аккумуляторов. Спрос на него с каждым годом становится все выше. Разработкой местных месторождений занимается «Росатом», который выиграл тендер в 2023 году. Российская госкомпания планирует инвестировать $600 млн в разработку месторождения лития и запустить первую очередь промышленного комплекса уже в 2025 году. На этом фоне Z-каналы и прокремлевские аналитики пишут, что за попыткой переворота стоят американские власти, которые хотят ослабить РФ.",2024-06-26T21:50:43+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27255,
No Title,,2024-06-26T20:54:50+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27254,
No Title,,2024-06-26T20:54:50+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27253,
No Title,,2024-06-26T20:54:50+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27252,
No Title,,2024-06-26T20:54:50+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27251,
Сборная Грузии прошла в плей-офф Чемпионата Европы по футболу. ,"Сборная Грузии прошла в плей-офф Чемпионата Европы по футболу. 

Это первое выступление на Евро в истории страны.

В решающем матче грузины обыграли сборную Португалии со счетом 2:0, Хвича Кварацхелия открыл счет уже на 2-й минуте. До этого Грузия проиграла Турции и сыграла вничью с Чехией.

Также в 1/8 финала прошли Испания, Германия, Дания, Португалия, Нидерланды, Словения, Франция, Бельгия, Румыния, Австрия, Англия, Турция, Швейцария, Италия и Словакия.

На видео — празднования в грузинских городах, которые начались еще во время матча.",2024-06-26T20:54:50+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27250,
"Президент Боливии Арсе в окружении министров обратился к жителям страны, призвав защитить ""демократию от попытки госпереворота"".","Президент Боливии Арсе в окружении министров обратился к жителям страны, призвав защитить ""демократию от попытки госпереворота"".",2024-06-26T20:47:17+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27249,
No Title,,2024-06-26T20:38:10+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27248,
No Title,,2024-06-26T20:38:10+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27247,
No Title,,2024-06-26T20:38:10+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27246,
"Боливийские СМИ пишут, что президент страны Луис Арсе лицом к лицу встретился с мятежным генералом Суньигой (первое фото). Он потребовал у него распустить военных и покинуть дворец правительства. ","Боливийские СМИ пишут, что президент страны Луис Арсе лицом к лицу встретился с мятежным генералом Суньигой (первое фото). Он потребовал у него распустить военных и покинуть дворец правительства. 

Соседние страны осудили происходящие события. В МИД Эквадора сообщили, что сожалеют о политическом кризисе в Боливии. «Мы верим, что найдётся мирное решение этой ситуации», — сообщили дипломаты в заявлении. 

Президент Чили также выразил обеспокоенность. ""Мы решительно осуждаем неприемлемые действия со стороны части боливийской армии"", — подчеркнул Габриэль Борич.",2024-06-26T20:38:10+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27245,
"Войска, которые подчиняются мятежному генералу Суньиге, ломают двери, чтобы попасть в дворец правительства в городе Ла-Пас с помощью бронетехники.","Войска, которые подчиняются мятежному генералу Суньиге, ломают двери, чтобы попасть в дворец правительства в городе Ла-Пас с помощью бронетехники.

Действующий президент Боливии Луис Арсе, который ранее отправил генерала в отставку, написал в X, что в столице Боливии происходит развертывание войск и призвал к «уважению демократии».

Бывший президент Боливии Эво Моралес также осудил появление военных на площади Мурильо перед дворцом, назвав эти события госпереворотом.",2024-06-26T20:07:30+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27244,
No Title,,2024-06-26T19:58:22+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27243,
No Title,,2024-06-26T19:58:22+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27242,
No Title,,2024-06-26T19:58:22+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27241,
No Title,,2024-06-26T19:58:22+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27240,
No Title,,2024-06-26T19:58:22+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27239,
В Боливии попытка государственного переворота. Войска мятежного генерала окружила дворец правительства и требуют распустить кабинет министров.,"В Боливии попытка государственного переворота. Войска мятежного генерала окружила дворец правительства и требуют распустить кабинет министров.

Ранее командующий армией генерал Хуан Хосе Суньига был отправлен в отставку президентом Луисем Арсе. Вчера он заявил, что остается на своем посту, пообещал, что будет и далее исполнять свои обязанности и не исключил ареста бывшего президента Эво Моралеса, который ранее обвинял его в попытке захвата власти.

Сегодня Суньига во главе военных пришел к зданию правительства в Ла-Пасе, он заявил журналистам, что ""страна не может продолжать существовать так дальше"" и пообещал созвать новый кабинет министров.",2024-06-26T19:58:22+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27238,
"Все пассажиры поезда Воркута − Новороссийск эвакуированы, сообщает глава Коми. ","Все пассажиры поезда Воркута − Новороссийск эвакуированы, сообщает глава Коми. 

По данным Минздрава, семь пострадавших находятся в тяжелом состоянии. За медпомощью обратились 46 человек. Их доставили в больницу Инты. Сейчас в местных пабликах жители координируются для поддержки пострадавших: им собирают вещи первой необходимости в ПВР. Следственный комитет возбудил дело о нарушении правил безопасности движения транспорта (ст.263 УК).",2024-06-26T19:17:00+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27237,
Пассажиры сошедшего с рельс поезда пешком идут до ближайшей станции. ,"Пассажиры сошедшего с рельс поезда пешком идут до ближайшей станции. 

Десятки людей с чемоданами добираются до Инты. Там собираются развернуть два пункта временного размещения пострадавших.",2024-06-26T18:00:29+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27236,
"«Это кошмар, я чуть не умерла от страха».","«Это кошмар, я чуть не умерла от страха».

Видео с места схода поезда в Коми. Из-за бездорожья часть спасателей по-прежнему пытаются добраться к месту происшествия. Оперативные службы отправились на место дополнительными составами поезда.",2024-06-26T17:24:37+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27235,
Количество пострадавших в Коми увеличилось до 70. Минимум 5 из них могут находиться в тяжелом состоянии. ,"Количество пострадавших в Коми увеличилось до 70. Минимум 5 из них могут находиться в тяжелом состоянии. 

Местные жители публикуют видео дорог, по которым нужно добираться сотрудникам скорой к месту схода поезда.",2024-06-26T17:03:26+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27234,
До 35 выросло количество пострадавших при сходе вагонов в Коми.,"До 35 выросло количество пострадавших при сходе вагонов в Коми.

По нашим данным, количество пострадавших о которых знают спасатели продолжает увеличиваться, при этом доступ к месту схода в Инте затруднен из-за бездорожья. Основные травмы — ушибы и порезы.

Причиной схода поезда стал подмыв полотна из-за обильных осадков. Всего в нем находилось 232 пассажира.",2024-06-26T16:55:25+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27233,
"""Кошмар, вот он наш вагон. Отсюда вылезли"" ","""Кошмар, вот он наш вагон. Отсюда вылезли"" 

Кадры с места схода поезда в Коми. Минимум 8 человек получили различные травмы.",2024-06-26T16:28:01+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27232,
Пассажиров достают из вагонов через разбитые окна. ,"Пассажиров достают из вагонов через разбитые окна. 

Сошло 9 из 14 вагонов поезда ""Воркута — Новороссийск"". Медики оказывают помощь пострадавшим пассажирам на месте — у них ушибы и порезы.",2024-06-26T16:25:38+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27231,
No Title,,2024-06-26T16:20:42+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27230,
No Title,,2024-06-26T16:20:42+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27229,
9 вагонов сошли на перегоне Инта-1 – Угольный Северной железной дороги. ,"9 вагонов сошли на перегоне Инта-1 – Угольный Северной железной дороги. 

По предварительным данным, есть пострадавшие с ушибами. Движение поездов на участке приостановлено, на место следуют спасатели.",2024-06-26T16:20:42+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27228,
Пассажирский поезд Воркута – Новороссийск сошел с рельсов в республике Коми. ,"Пассажирский поезд Воркута – Новороссийск сошел с рельсов в республике Коми. 

Девять вагонов поезда перевернулись в 10 минутах от станции Инта. По данным местных властей, информации о пострадавших пока нет.",2024-06-26T16:15:27+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27227,
"""Мы семья Омаровых глубоко скорбим за происшедшее. Мы всегда были против терроризма и экстремизма”","""Мы семья Омаровых глубоко скорбим за происшедшее. Мы всегда были против терроризма и экстремизма”

Братья участника нападения на Дагестан записали “покаянное” видео с осуждением терроризма. Они арестованы до 13 суток по статье мелкое хулиганство. 

На видео — сыновья экс-главы Сергокалинского района, бывшего единоросса Магомеда Омарова, и братья участника теракта в Махачкале. Они просят прощения у пострадавших во время нападения, который “совершил их дом”, и говорят, что “всегда были против терроризма и экстремизма”. 

Советский суд Махачкалы отправил всех пятерых братьев под административный арест на срок от 10 до 13 суток по статье “мелкое хулиганство”.",2024-06-26T15:46:57+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27226,
No Title,,2024-06-26T14:59:39+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27225,
No Title,,2024-06-26T14:59:39+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27224,
No Title,,2024-06-26T14:59:39+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27223,
No Title,,2024-06-26T14:59:39+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27222,
"Министр юстиции открыл выставку о защите российского суверенитета — РФ грозят санкции, иноагенты и «деколонизаторы».","Министр юстиции открыл выставку о защите российского суверенитета — РФ грозят санкции, иноагенты и «деколонизаторы».

Во время открытия Константину Чуйченко провели экскурсию по стендам, которые появились на ПМЮФ: на выставке рассказывается, как со времён Смуты другие государства пытались посягнуть на суверенитет России. В экспозиции упомянуты страны, которые пытались вмешаться в кавказские войны и революцию 1917 года. Приводятся сведения о движении басмачей, шпионах из США и Европы, радиостанциях «Голос Америки»* и «Радио Свобода»**.

Последние стенды посвящены современному положению дел. Так, на одном рассказывается о санкциях, на другом теракт в Crocus City Hall называют «ещё одним звеном в цепи» преступлений, организованных другими государствами для дестабилизации ситуации в России. Перечислены на выставке и иноагенты: Владимир Осечкин*, Максим Кац*, Мария Певчих*, Роман Баданин*.

""Координация их усилий зачастую даже не требовалась — с разных сторон засыпая граждан негативной информацией, противники России дискредитировали людей, противопоставляли друг другу власть и общество, тем самым» страны перед лицом внешней военной угрозы"", — утверждается на стенде про «пропаганду».

Заканчивается выставка рассказом о движениях, которые выступают за деколонизацию РФ: на стенде утверждается, что эти идеи существуют ещё с XIX века, но наиболее активно повестку развивает американский Джеймстаунский фонд.

* Признаны иноагентами в РФ.
 ** Признано иноагентом и нежелательной организацией в РФ.",2024-06-26T14:59:39+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27221,
Жителей Адлера напугал неизвестный в подобии никаба,"Жителей Адлера напугал неизвестный в подобии никаба

Жители дома на Лесной улице (микрорайон Блиново) рассказали «Осторожно, новости», что сегодня заметили в подъезде и местном магазине человека, который был полностью обёрнут чёрной тканью. 

«Вот такое чудо расхаживает средь бела дня после событий в Дагестане и в Абхазии. Полиция не реагирует, а нам страшно и за детей, и за себя», — говорит местная жительница. 

По словам женщины, жители обратились в правоохранительные органы, но пока реакции нет. Что вынудило человека выбрать подобное облачение, неизвестно.",2024-06-26T14:03:36+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27220,
No Title,,2024-06-26T13:26:38+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27219,
No Title,,2024-06-26T13:26:38+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27218,
No Title,,2024-06-26T13:26:38+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27217,
No Title,,2024-06-26T13:26:38+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27216,
Премиальные круизы Volga Dream и кэшбэк Альфа-Банка — лучшее сочетание 🛳,"Премиальные круизы Volga Dream и кэшбэк Альфа-Банка — лучшее сочетание 🛳

Да, в России есть премиальные речные круизы — с фитнес-залом, камерной атмосферой, безупречным сервисом и авторской кухней. Всё как в лучших отелях — на теплоходе Volga Dream.

На корабле можно найти ту самую жемчужину — символ премиального сервиса Alfa Only. Она здесь повсюду: на шезлонгах, пледах, зонтах и даже в барной карте 🤩🍸

Покупайте билеты на Volga Dream до 20 октября, а мы вернём вам кэшбэк. Участникам А-Клуба — 10%, клиентам Alfa Only — 7%, вообще всем — 5%. Просто платите любой картой Альфа-Банка.

Редактор канала, которого вечно укачивает: на теплоходе музыка играет, а я один стою на берегу 😭

@alfabank",2024-06-26T13:26:38+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27215,
"На Петербургском юридическом форуме предложили посмертно преследовать лиц, совершающих преступления против мира (например, «геноцид на Донбассе»)","На Петербургском юридическом форуме предложили посмертно преследовать лиц, совершающих преступления против мира (например, «геноцид на Донбассе»)

А также обвинили иноагентов в разрушении суверенитета России.

Об этом на дискуссии «Правовая защита национальных интересов Российской Федерации в условиях трансформации миропорядка» рассказали замглавы СК Александр Фёдоров и депутат Госдумы Ирина Яровая. Фёдоров (он заменяет главу СК Александра Бастрыкина, который пока не приходил ни на одно заявленное мероприятие) начал выступление с рассказа о преступлениях «киевского режима», сообщил число иностранных наёмников (больше трёх тысяч) и призвал внести в законодательство изменения, которые дадут возможность признавать преступниками уже умерших фигурантов дел о преступлениях против мира. 

Ирина Яровая тоже упомянула тему Украины (рассказала про биолаборатории и назвала страну «плацдармом» для построения однополярного мира), но часть разговора посвятила иноагентам — по версии депутата, их придумали в США.

«Придуманы Соединёнными Штатами для чего? Для разрушения суверенитета других стран под прикрытием создания якобы гуманитарных форм сотрудничества. Где сущностно носителями другой идеологии с целью разрушения основ безопасности являются лица, формально являющиеся гражданами той или иной страны, но фактически на основе финансирования и идеологического обеспечения выполняющие совсем другие цели и задачи», — заявила Яровая.",2024-06-26T12:30:25+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27214,
Сегодня — международный день в поддержку жертв пыток. Пострадавшим от незаконного насилия нужны помощь и реабилитация.,"Сегодня — международный день в поддержку жертв пыток. Пострадавшим от незаконного насилия нужны помощь и реабилитация.

В 1997 году Генассамблея ООН своей резолюцией провозгласила 26 июня Международным днем в поддержку жертв пыток, он проводится с целью искоренения пыток и обеспечения эффективного функционирования Конвенции против пыток и других жестоких, бесчеловечных или унижающих достоинство видов обращения и наказания.  В честь этой даты фонд «Комитет против пыток» сегодня организует акцию в поддержку пострадавших от пыток. Любая пожертвованная фонду сумма, включающая число 26 (например, 126, 260 или 1260 рублей), пойдёт на медицинскую и психологическую реабилитацию жертв пыток. 

В фонде отметили, что жертв пыток в России — тысячи, но им стыдно и страшно рассказывать о пережитом насилии. Большинство из них никогда не восстановит физическое и психическое здоровье. Переводы в фонд безопасны и не противоречат российским законам.",2024-06-26T11:42:21+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27213,
