Title,Content,Published At,Source,URL,Category,clean_text,message_channel,summary
"Выросшие на 30% с начала года по всей России цены на такси привели к сокращению числа поездок на 2%. За пять месяцев этого года средний чек увеличился до 351 руб., подсчитали в T-Data.","Выросшие на 30% с начала года по всей России цены на такси привели к сокращению числа поездок на 2%. За пять месяцев этого года средний чек увеличился до 351 руб., подсчитали в T-Data.",2024-07-02T07:34:45+00:00,"КСТАТИ, экономика",https://t.me/kstati_e/485,образование,выросшие 30 начала года всей россии цены такси привели сокращению числа поездок 2 пять месяцев года средний чек увеличился 351 руб подсчитали tdata,"выросшие 30 начала года всей россии цены такси привели сокращению числа поездок 2 пять месяцев года средний чек увеличился 351 руб подсчитали tdata КСТАТИ, экономика",Цены на такси привели к сокращению числа поездок
"Всемирный банк перевел Россию в категорию стран с высокими доходами населения. В 2023 году 94,6 миллиона человек в Евросоюзе (21% населения) находились под угрозой бедности или социальной изоляции - Служба Европейского Союза «Евростат»","Всемирный банк перевел Россию в категорию стран с высокими доходами населения. В 2023 году 94,6 миллиона человек в Евросоюзе (21% населения) находились под угрозой бедности или социальной изоляции - Служба Европейского Союза «Евростат»",2024-07-02T05:55:13+00:00,"КСТАТИ, экономика",https://t.me/kstati_e/484,политика,всемирный банк перевел россию категорию стран высокими доходами населения 2023 году 946 миллиона человек евросоюзе 21 населения находились угрозой бедности социальной изоляции служба европейского союза евростат,"всемирный банк перевел россию категорию стран высокими доходами населения 2023 году 946 миллиона человек евросоюзе 21 населения находились угрозой бедности социальной изоляции служба европейского союза евростат КСТАТИ, экономика",Всемирный банк перевел Россию в категорию стран с высокими доходами населения
"Итальянский банк UniCredit SpA обратился в Европейский суд общей юрисдикции за разъяснениями по поводу требований сокращения присутствия в России, выдвинутых Европейским центральным банком (ЕЦБ).","Итальянский банк UniCredit SpA обратился в Европейский суд общей юрисдикции за разъяснениями по поводу требований сокращения присутствия в России, выдвинутых Европейским центральным банком (ЕЦБ).
Как говорится в пресс-релизе банка, UniCredit запросил временной заморозки этих требований до получения ответа суда.",2024-07-01T17:05:48+00:00,"КСТАТИ, экономика",https://t.me/kstati_e/483,экономика,итальянский банк unicredit spa обратился европейский суд общей юрисдикции разъяснениями поводу требований сокращения присутствия россии выдвинутых европейским центральным банком ецб говорится прессрелизе банка unicredit запросил временной заморозки этих требований получения ответа суда,"итальянский банк unicredit spa обратился европейский суд общей юрисдикции разъяснениями поводу требований сокращения присутствия россии выдвинутых европейским центральным банком ецб говорится прессрелизе банка unicredit запросил временной заморозки этих требований получения ответа суда КСТАТИ, экономика",UniCredit запросил временную заморозку требований ЕЦБ
"Пользователи Google Pixel 6, Pixel 6 Pro и Pixel 6A рассказали об «окирпичивании» смартфонов после сброса устройств до заводских настроек. В Google сообщили, что знают о проблеме и изучают причины её возникновения.","Пользователи Google Pixel 6, Pixel 6 Pro и Pixel 6A рассказали об «окирпичивании» смартфонов после сброса устройств до заводских настроек. В Google сообщили, что знают о проблеме и изучают причины её возникновения.

#техника #ОС #Google",2024-07-02T13:20:09+00:00,Хабр Новости,https://t.me/habr_com_news/29082,экономика,пользователи google pixel 6 pixel 6 pro pixel 6a рассказали окирпичивании смартфонов сброса устройств заводских настроек google сообщили знают проблеме изучают причины её возникновения техника ос google,пользователи google pixel 6 pixel 6 pro pixel 6a рассказали окирпичивании смартфонов сброса устройств заводских настроек google сообщили знают проблеме изучают причины её возникновения техника ос google Хабр Новости,Пользователи рассказали об «окирпичивании» смартфонов после сброса до заводских настроек. В Google знают о проблеме и изучают причины её возникновения.
"Дайджест научпоп-новостей за неделю, о которых мы ничего не писали","Дайджест научпоп-новостей за неделю, о которых мы ничего не писали

#наука",2024-07-02T12:40:08+00:00,Хабр Новости,https://t.me/habr_com_news/29081,экономика,дайджест научпопновостей неделю которых писали наука,дайджест научпопновостей неделю которых писали наука Хабр Новости,Дайджест научных новостей за неделю
"Власти Финляндии хотят запретить сервис такси Yango, принадлежащий российскому «Яндексу», на территории своей страны. Это связано с тем, что по российскому законодательству службы такси должны предоставлять ФСБ доступ к базе данных, сообщает финское издание Talouselama.","Власти Финляндии хотят запретить сервис такси Yango, принадлежащий российскому «Яндексу», на территории своей страны. Это связано с тем, что по российскому законодательству службы такси должны предоставлять ФСБ доступ к базе данных, сообщает финское издание Talouselama.

#сервисы #законодательство",2024-07-02T12:10:03+00:00,Хабр Новости,https://t.me/habr_com_news/29080,экономика,власти финляндии хотят запретить сервис такси yango принадлежащий российскому яндексу территории своей страны это связано российскому законодательству службы такси должны предоставлять фсб доступ базе данных сообщает финское издание talouselama сервисы законодательство,власти финляндии хотят запретить сервис такси yango принадлежащий российскому яндексу территории своей страны это связано российскому законодательству службы такси должны предоставлять фсб доступ базе данных сообщает финское издание talouselama сервисы законодательство Хабр Новости,Финляндия хочет запретить сервис такси Yango из-за российского законодательства
По результатам опроса Дептранса Москвы пожелание добавить в поезда разъёмы для зарядки гаджетов типа type‑C стало самым популярным. Первый состав «Москва-2024» с таким функционалом уже поступил в метро и скоро выйдет на Замоскворецкую линию.,"По результатам опроса Дептранса Москвы пожелание добавить в поезда разъёмы для зарядки гаджетов типа type‑C стало самым популярным. Первый состав «Москва-2024» с таким функционалом уже поступил в метро и скоро выйдет на Замоскворецкую линию.

#транспорт #технологии",2024-07-02T12:00:16+00:00,Хабр Новости,https://t.me/habr_com_news/29079,экономика,результатам опроса дептранса москвы пожелание добавить поезда разъёмы зарядки гаджетов типа typec стало самым популярным первый состав москва2024 таким функционалом поступил метро скоро выйдет замоскворецкую линию транспорт технологии,результатам опроса дептранса москвы пожелание добавить поезда разъёмы зарядки гаджетов типа typec стало самым популярным первый состав москва2024 таким функционалом поступил метро скоро выйдет замоскворецкую линию транспорт технологии Хабр Новости,разъемы для зарядки гаджетов в поездах
"Гендиректор Национальной федерации музыкальной индустрии (лейблы «Блэк Стар», «Лотус Мьюзик», «Медиа Лэнд», «СП Диджитал») Никита Данилов рассказал «Ъ», что ассоциация предложила Совету федерации доработать законопроект о синтезированных голосах. НФМИ, в частности, предлагает расширить его действие на охрану не только голоса, но и в целом цифрового образа гражданина. В объединении полагают, что такая норма лучше защитит музыкальных исполнителей от дипфейков.","Гендиректор Национальной федерации музыкальной индустрии (лейблы «Блэк Стар», «Лотус Мьюзик», «Медиа Лэнд», «СП Диджитал») Никита Данилов рассказал «Ъ», что ассоциация предложила Совету федерации доработать законопроект о синтезированных голосах. НФМИ, в частности, предлагает расширить его действие на охрану не только голоса, но и в целом цифрового образа гражданина. В объединении полагают, что такая норма лучше защитит музыкальных исполнителей от дипфейков.

#законодательство #технологии",2024-07-02T11:53:23+00:00,Хабр Новости,https://t.me/habr_com_news/29078,экономика,гендиректор национальной федерации музыкальной индустрии лейблы блэк стар лотус мьюзик медиа лэнд сп диджитал никита данилов рассказал ъ ассоциация предложила совету федерации доработать законопроект синтезированных голосах нфми частности предлагает расширить действие охрану голоса целом цифрового образа гражданина объединении полагают такая норма защитит музыкальных исполнителей дипфейков законодательство технологии,гендиректор национальной федерации музыкальной индустрии лейблы блэк стар лотус мьюзик медиа лэнд сп диджитал никита данилов рассказал ъ ассоциация предложила совету федерации доработать законопроект синтезированных голосах нфми частности предлагает расширить действие охрану голоса целом цифрового образа гражданина объединении полагают такая норма защитит музыкальных исполнителей дипфейков законодательство технологии Хабр Новости,НФМИ предлагает расширить действие закона о синтезированных голосах на защиту цифрового образа гражданина
Разработка интерфейса для Windows — это боль,"Разработка интерфейса для Windows — это боль

#Перевод #разработка",2024-07-02T11:40:03+00:00,Хабр Новости,https://t.me/habr_com_news/29077,экономика,разработка интерфейса window это боль перевод разработка,разработка интерфейса window это боль перевод разработка Хабр Новости,Разработка интерфейса для Windows — это боль
"«МТС Live» до конца 2024 года запустит собственный театр на месте бывшего концертного зала «Мир» на Цветном бульваре в Москве. Развивать проект, который получил название «Театр на Цветном» компания планирует совместно с партнёрами: ресторанным холдингом Pinskiy & Co Антона Пинского и клоунским лейблом «Клаунхаус» (включает в себя продюсерский центр для клоунов, креативное агентство и продакшн).","«МТС Live» до конца 2024 года запустит собственный театр на месте бывшего концертного зала «Мир» на Цветном бульваре в Москве. Развивать проект, который получил название «Театр на Цветном» компания планирует совместно с партнёрами: ресторанным холдингом Pinskiy & Co Антона Пинского и клоунским лейблом «Клаунхаус» (включает в себя продюсерский центр для клоунов, креативное агентство и продакшн).

#бизнес",2024-07-02T11:34:20+00:00,Хабр Новости,https://t.me/habr_com_news/29076,экономика,мтс live конца 2024 года запустит собственный театр месте бывшего концертного зала мир цветном бульваре москве развивать проект который получил название театр цветном компания планирует совместно партнёрами ресторанным холдингом pinskiy co антона пинского клоунским лейблом клаунхаус включает продюсерский центр клоунов креативное агентство продакшн бизнес,мтс live конца 2024 года запустит собственный театр месте бывшего концертного зала мир цветном бульваре москве развивать проект который получил название театр цветном компания планирует совместно партнёрами ресторанным холдингом pinskiy co антона пинского клоунским лейблом клаунхаус включает продюсерский центр клоунов креативное агентство продакшн бизнес Хабр Новости,МТС Live запустит собственный театр на Цветном бульваре
"Спустя год после прекращения работы Tinder в России суммарный интернет‑трафик доступных дейтинг‑сервисов вырос на 20%. В число наиболее популярных приложений для знакомств 2024 года вошли LovePlanet, Tabor и Teamo. Об это Хабру рассказали в пресс‑службе «МегаФона».","Спустя год после прекращения работы Tinder в России суммарный интернет‑трафик доступных дейтинг‑сервисов вырос на 20%. В число наиболее популярных приложений для знакомств 2024 года вошли LovePlanet, Tabor и Teamo. Об это Хабру рассказали в пресс‑службе «МегаФона».

#трафик #сервисы",2024-07-02T11:23:48+00:00,Хабр Новости,https://t.me/habr_com_news/29075,экономика,спустя год прекращения работы tinder россии суммарный интернеттрафик доступных дейтингсервисов вырос 20 число наиболее популярных приложений знакомств 2024 года вошли loveplanet tabor teamo это хабру рассказали прессслужбе мегафона трафик сервисы,спустя год прекращения работы tinder россии суммарный интернеттрафик доступных дейтингсервисов вырос 20 число наиболее популярных приложений знакомств 2024 года вошли loveplanet tabor teamo это хабру рассказали прессслужбе мегафона трафик сервисы Хабр Новости,Суммарный интернет-трафик дейтинг-сервисов вырос на 20%
"Соцсеть «ВКонтакте» представила медиа со спортивными новостями под названием «VK Спорт». Оно объединило паблики «Спорт Mail.ru» и «Спорт ВКонтакте» в одно сообщество, рассказали в пресс-службе VK.","Соцсеть «ВКонтакте» представила медиа со спортивными новостями под названием «VK Спорт». Оно объединило паблики «Спорт Mail.ru» и «Спорт ВКонтакте» в одно сообщество, рассказали в пресс-службе VK.

#Вк #спорт",2024-07-02T11:13:44+00:00,Хабр Новости,https://t.me/habr_com_news/29074,экономика,соцсеть вконтакте представила медиа спортивными новостями названием vk спорт оно объединило паблики спорт mailru спорт вконтакте одно сообщество рассказали прессслужбе vk вк спорт,соцсеть вконтакте представила медиа спортивными новостями названием vk спорт оно объединило паблики спорт mailru спорт вконтакте одно сообщество рассказали прессслужбе vk вк спорт Хабр Новости,VK Спорт объединил паблики Вк и Спорт Mail.ru
Глава Госкорпорации «Роскосмос» Юрий Борисов утвердил генеральный график создания Российской орбитальной станции. Подписи под документом также поставили 19 генеральных директоров предприятий основной кооперации.,"Глава Госкорпорации «Роскосмос» Юрий Борисов утвердил генеральный график создания Российской орбитальной станции. Подписи под документом также поставили 19 генеральных директоров предприятий основной кооперации.

#Роскосмос #техника #космос",2024-07-02T11:00:11+00:00,Хабр Новости,https://t.me/habr_com_news/29073,экономика,глава госкорпорации роскосмос юрий борисов утвердил генеральный график создания российской орбитальной станции подписи документом также поставили 19 генеральных директоров предприятий основной кооперации роскосмос техника космос,глава госкорпорации роскосмос юрий борисов утвердил генеральный график создания российской орбитальной станции подписи документом также поставили 19 генеральных директоров предприятий основной кооперации роскосмос техника космос Хабр Новости,Роскосмос создает орбитальную станцию
"«Яндекс» открыл регистрацию на свою вторую ежегодную конференцию для IT-специалистов, а также для middle+ и senior разработчиков. Мероприятие YACAMP 2024 пройдёт 10 августа в Москве.","«Яндекс» открыл регистрацию на свою вторую ежегодную конференцию для IT-специалистов, а также для middle+ и senior разработчиков. Мероприятие YACAMP 2024 пройдёт 10 августа в Москве.

#Яндекс #мероприятия",2024-07-02T10:50:10+00:00,Хабр Новости,https://t.me/habr_com_news/29072,экономика,яндекс открыл регистрацию вторую ежегодную конференцию itспециалистов также middle senior разработчиков мероприятие yacamp 2024 пройдёт 10 августа москве яндекс мероприятия,яндекс открыл регистрацию вторую ежегодную конференцию itспециалистов также middle senior разработчиков мероприятие yacamp 2024 пройдёт 10 августа москве яндекс мероприятия Хабр Новости,Яндекс проводит конференцию для IT-специалистов
"Комиссия по ценным бумагам и биржам США заявила, что Silvergate Bank не контролировал должным образом криптовалютные транзакции на сумму $1 трлн. ","Комиссия по ценным бумагам и биржам США заявила, что Silvergate Bank не контролировал должным образом криптовалютные транзакции на сумму $1 трлн. 

#криптовалюта #финансы",2024-07-02T10:43:42+00:00,Хабр Новости,https://t.me/habr_com_news/29071,экономика,комиссия ценным бумагам биржам сша заявила silvergate bank контролировал должным образом криптовалютные транзакции сумму 1 трлн криптовалюта финансы,комиссия ценным бумагам биржам сша заявила silvergate bank контролировал должным образом криптовалютные транзакции сумму 1 трлн криптовалюта финансы Хабр Новости,Silvergate Bank не контролировал транзакции на $1 трлн
"За 29-30 июня через «Лист ожидания» РЖД пользователи купили 2696 билетов, сообщила компания. На данный момент ожидает оплаты 6170 заявок, отменено (предложено, но не выкуплено) — 6362.","За 29-30 июня через «Лист ожидания» РЖД пользователи купили 2696 билетов, сообщила компания. На данный момент ожидает оплаты 6170 заявок, отменено (предложено, но не выкуплено) — 6362.

#транспорт #статистика #сервисы",2024-07-02T10:30:13+00:00,Хабр Новости,https://t.me/habr_com_news/29070,экономика,2930 июня лист ожидания ржд пользователи купили 2696 билетов сообщила компания данный момент ожидает оплаты 6170 заявок отменено предложено выкуплено 6362 транспорт статистика сервисы,2930 июня лист ожидания ржд пользователи купили 2696 билетов сообщила компания данный момент ожидает оплаты 6170 заявок отменено предложено выкуплено 6362 транспорт статистика сервисы Хабр Новости,РЖД отчиталась о продажах билетов через сервис
"Японская Vaio представила портативный 14-дюймовый монитор Vaio Vision Plus 14 с разрешением 1920х1200 и весом 325 г. В самой широкой части толщина монитора составляет 12,4 мм, а в самой тонкой — 3,9 мм.","Японская Vaio представила портативный 14-дюймовый монитор Vaio Vision Plus 14 с разрешением 1920х1200 и весом 325 г. В самой широкой части толщина монитора составляет 12,4 мм, а в самой тонкой — 3,9 мм.

#техника",2024-07-02T10:20:11+00:00,Хабр Новости,https://t.me/habr_com_news/29069,экономика,японская vaio представила портативный 14дюймовый монитор vaio vision plus 14 разрешением 1920х1200 весом 325 г самой широкой части толщина монитора составляет 124 мм самой тонкой 39 мм техника,японская vaio представила портативный 14дюймовый монитор vaio vision plus 14 разрешением 1920х1200 весом 325 г самой широкой части толщина монитора составляет 124 мм самой тонкой 39 мм техника Хабр Новости,Vaio представила портативный 14-дюймовый монитор с разрешением 1920х1200 и весом 325 г
"​До чего дошел прогресс: двуногий звонит своему пушистому хозяину, чтобы тот не скучал один дома. Но есть нюанс: звонок происходит через робот-пылесос.","​До чего дошел прогресс: двуногий звонит своему пушистому хозяину, чтобы тот не скучал один дома. Но есть нюанс: звонок происходит через робот-пылесос.

#техника #люди #НеожиданныйКроссовер",2024-07-02T10:10:04+00:00,Хабр Новости,https://t.me/habr_com_news/29068,политика,дошел прогресс двуногий звонит своему пушистому хозяину скучал дома нюанс звонок происходит роботпылесос техника люди неожиданныйкроссовер,дошел прогресс двуногий звонит своему пушистому хозяину скучал дома нюанс звонок происходит роботпылесос техника люди неожиданныйкроссовер Хабр Новости,Техника и люди становятся все более взаимосвязанными
"«Яндекс. Переводчик» обновят, добавив в него более двух десятков языков малых народов России. Сервис уже поддерживает осетинский язык, а остальные будут добавлять постепенно в течение ближайших трёх лет.","«Яндекс. Переводчик» обновят, добавив в него более двух десятков языков малых народов России. Сервис уже поддерживает осетинский язык, а остальные будут добавлять постепенно в течение ближайших трёх лет.

#Яндекс #сервисы #технологии",2024-07-02T10:00:22+00:00,Хабр Новости,https://t.me/habr_com_news/29067,технологии,яндекс переводчик обновят добавив двух десятков языков малых народов россии сервис поддерживает осетинский язык остальные будут добавлять постепенно течение ближайших трёх лет яндекс сервисы технологии,яндекс переводчик обновят добавив двух десятков языков малых народов россии сервис поддерживает осетинский язык остальные будут добавлять постепенно течение ближайших трёх лет яндекс сервисы технологии Хабр Новости,Яндекс обновит переводчик и добавит в него языки малых народов России
"Власти Москвы предлагают скорректировать условия предоставления IT‑льгот по налогу на прибыль, выяснили «Ведомости». В частности, применять льготу к той части прибыли, которую не направили на выплату дивидендов в 2024 году, предоставлять льготу, если вложения организации в нематериальные активы и основные средства составили не менее 30% от льготируемой прибыли, а также если средняя заработная плата в организации составила не менее 120% от средней заработной платы в IT‑отрасли в регионе. Свои предложения мэр Москвы Сергей Собянин направил на имя председателя Госдумы Вячеслава Володина 20 июня.","Власти Москвы предлагают скорректировать условия предоставления IT‑льгот по налогу на прибыль, выяснили «Ведомости». В частности, применять льготу к той части прибыли, которую не направили на выплату дивидендов в 2024 году, предоставлять льготу, если вложения организации в нематериальные активы и основные средства составили не менее 30% от льготируемой прибыли, а также если средняя заработная плата в организации составила не менее 120% от средней заработной платы в IT‑отрасли в регионе. Свои предложения мэр Москвы Сергей Собянин направил на имя председателя Госдумы Вячеслава Володина 20 июня.

#льготы #законодательство",2024-07-02T09:53:26+00:00,Хабр Новости,https://t.me/habr_com_news/29066,технологии,власти москвы предлагают скорректировать условия предоставления itльгот налогу прибыль выяснили ведомости частности применять льготу той части прибыли которую направили выплату дивидендов 2024 году предоставлять льготу вложения организации нематериальные активы основные средства составили менее 30 льготируемой прибыли также средняя заработная плата организации составила менее 120 средней заработной платы itотрасли регионе свои предложения мэр москвы сергей собянин направил имя председателя госдумы вячеслава володина 20 июня льготы законодательство,власти москвы предлагают скорректировать условия предоставления itльгот налогу прибыль выяснили ведомости частности применять льготу той части прибыли которую направили выплату дивидендов 2024 году предоставлять льготу вложения организации нематериальные активы основные средства составили менее 30 льготируемой прибыли также средняя заработная плата организации составила менее 120 средней заработной платы itотрасли регионе свои предложения мэр москвы сергей собянин направил имя председателя госдумы вячеслава володина 20 июня льготы законодательство Хабр Новости,Власти Москвы предлагают скорректировать условия предоставления IT-льгот по налогу на прибыль
«Яндекс 360» рассказал Хабру о получении для сервиса «Почты» сертификата соответствия международному стандарту безопасности ISO/IEC-27001.,"«Яндекс 360» рассказал Хабру о получении для сервиса «Почты» сертификата соответствия международному стандарту безопасности ISO/IEC-27001.

#Яндекс #кибербезопасность #сервисы",2024-07-02T09:40:03+00:00,Хабр Новости,https://t.me/habr_com_news/29065,технологии,яндекс 360 рассказал хабру получении сервиса почты сертификата соответствия международному стандарту безопасности isoiec27001 яндекс кибербезопасность сервисы,яндекс 360 рассказал хабру получении сервиса почты сертификата соответствия международному стандарту безопасности isoiec27001 яндекс кибербезопасность сервисы Хабр Новости,Яндекс получил сертификат безопасности для сервиса
"Американский проект экономических свобод, Фонд образования Demand Progress и Revolving Door Project обратились в Национальное управление телекоммуникаций и информации (NTIA) и Министерство юстиции (DOJ) с призывом прекратить монополию Verisign в сфере регистрации доменов. Они также требуют не продлевать контракт регистратора с ICANN на зону .com на следующий срок.","Американский проект экономических свобод, Фонд образования Demand Progress и Revolving Door Project обратились в Национальное управление телекоммуникаций и информации (NTIA) и Министерство юстиции (DOJ) с призывом прекратить монополию Verisign в сфере регистрации доменов. Они также требуют не продлевать контракт регистратора с ICANN на зону .com на следующий срок.

#интернет",2024-07-02T09:30:13+00:00,Хабр Новости,https://t.me/habr_com_news/29064,технологии,американский проект экономических свобод фонд образования demand progress revolving door project обратились национальное управление телекоммуникаций информации ntia министерство юстиции doj призывом прекратить монополию verisign сфере регистрации доменов также требуют продлевать контракт регистратора icann зону com следующий срок интернет,американский проект экономических свобод фонд образования demand progress revolving door project обратились национальное управление телекоммуникаций информации ntia министерство юстиции doj призывом прекратить монополию verisign сфере регистрации доменов также требуют продлевать контракт регистратора icann зону com следующий срок интернет Хабр Новости,Монополия на регистрацию доменов в зоне.com
Microsoft раскрыла подробности работы и системные требования новой функции безопасности на основе виртуализации VBS Enclave в Windows 11. Её включили по умолчанию для обеспечения дополнительного уровня защиты. ,"Microsoft раскрыла подробности работы и системные требования новой функции безопасности на основе виртуализации VBS Enclave в Windows 11. Её включили по умолчанию для обеспечения дополнительного уровня защиты. 

#Microsoft #кибербезопасность",2024-07-02T09:20:09+00:00,Хабр Новости,https://t.me/habr_com_news/29063,технологии,microsoft раскрыла подробности работы системные требования новой функции безопасности основе виртуализации vbs enclave window 11 её включили умолчанию обеспечения дополнительного уровня защиты microsoft кибербезопасность,microsoft раскрыла подробности работы системные требования новой функции безопасности основе виртуализации vbs enclave window 11 её включили умолчанию обеспечения дополнительного уровня защиты microsoft кибербезопасность Хабр Новости,Microsoft внедрила новую функцию безопасности на основе виртуализации VBS Enclave в Windows 11 для защиты от киберугроз
"1 июля 2024 года состоялся релиз открытой реализации клиента и сервера для работы по протоколам SSH 2.0 и SFTP — инструмента OpenSSH 9.8. В новой версии проекта исправлена критическая уязвимость CVE-2024-6387 (под названием regreSSHion), а также выпущен патч против уязвимости от защиты от атак по сторонним каналам и предложено несколько существенных изменений, нацеленных на повышение безопасности. Предыдущая стабильная версия OpenSSH 9.7 вышла в марте этого года.","1 июля 2024 года состоялся релиз открытой реализации клиента и сервера для работы по протоколам SSH 2.0 и SFTP — инструмента OpenSSH 9.8. В новой версии проекта исправлена критическая уязвимость CVE-2024-6387 (под названием regreSSHion), а также выпущен патч против уязвимости от защиты от атак по сторонним каналам и предложено несколько существенных изменений, нацеленных на повышение безопасности. Предыдущая стабильная версия OpenSSH 9.7 вышла в марте этого года.

#разработка",2024-07-02T09:10:00+00:00,Хабр Новости,https://t.me/habr_com_news/29062,спорт,1 июля 2024 года состоялся релиз открытой реализации клиента сервера работы протоколам ssh 20 sftp инструмента openssh 98 новой версии проекта исправлена критическая уязвимость cve20246387 названием regresshion также выпущен патч против уязвимости защиты атак сторонним каналам предложено несколько существенных изменений нацеленных повышение безопасности предыдущая стабильная версия openssh 97 вышла марте года разработка,1 июля 2024 года состоялся релиз открытой реализации клиента сервера работы протоколам ssh 20 sftp инструмента openssh 98 новой версии проекта исправлена критическая уязвимость cve20246387 названием regresshion также выпущен патч против уязвимости защиты атак сторонним каналам предложено несколько существенных изменений нацеленных повышение безопасности предыдущая стабильная версия openssh 97 вышла марте года разработка Хабр Новости,OpenSSH 9.8 — исправление критической уязвимости CVE-2024-6387 и патч против атаки по сторонним каналам
