,Channel Name,Post Date,Message Text,Message ID,clean_text,message_channel,__index_level_0__,classification
261,bbbreaking,2024-06-25 05:01:13+00:00,"Клуб «Флорида Пантерз», в составе которого выступают голкипер Сергей Бобровский, нападающий Владимир Тарасенко и защитник Дмитрий Куликов, впервые стал победителем play-off Национальной хоккейной лиги и обладателем Кубка Стэнли. 

В седьмом матче финала «Флорида» победила «Эдмонтон Ойлерз» со счетом 2:1. 
В команде победителей шайбы забросили Картер Вераге (5-я минута) и Сэм Райнхарт (36). Среди проигравших отличился Маттиас Янмарк (7). «Флорида» обыграла «Эдмонтон Ойлерз» в семи матчах финальной серии (4-3).",bbbreaking_184689,клуб флорида пантерз составе которого выступают голкипер сергей бобровский нападающий владимир тарасенко защитник дмитрий куликов впервые стал победителем playoff национальной хоккейной лиги обладателем кубка стэнли седьмом матче финала флорида победила эдмонтон ойлерз счетом <NUM> команде победителей шайбы забросили картер вераге <NUM>я минута сэм райнхарт <NUM> среди проигравших отличился маттиас янмарк <NUM> флорида обыграла эдмонтон ойлерз семи матчах финальной серии <NUM>,клуб флорида пантерз составе которого выступают голкипер сергей бобровский нападающий владимир тарасенко защитник дмитрий куликов впервые стал победителем playoff национальной хоккейной лиги обладателем кубка стэнли седьмом матче финала флорида победила эдмонтон ойлерз счетом <NUM> команде победителей шайбы забросили картер вераге <NUM>я минута сэм райнхарт <NUM> среди проигравших отличился маттиас янмарк <NUM> флорида обыграла эдмонтон ойлерз семи матчах финальной серии <NUM>bbbreaking,292,происшествия
262,bbbreaking,2024-06-25 04:45:06+00:00,"⚡️Джулиан Ассанж был освобожден из британской тюрьмы и покинул Великобританию на самолете, сообщает WikiLeaks.

Ассанж покинул британскую тюрьму Белмарш, где находился с 2019 года, и вылетел из Великобритании на самолете;

Это произошло после заключении сделки о признании вины между Ассанжем и прокуратурой США, при этом она еще официально не финализирована;

Самолет с основателем WikiLeaks совершит техническую остановку в Бангкоке, будет дозаправлен, после чего вылетит на остров Сайпан (Северные Марианские острова, имеют статус неинкорпорированной организованной территории США);

Там в 09:00 по местному времени (02:00 мск) 26 июня состоится решающее судебное заседание с его участием;

После признания вины Ассанж будет приговорен к пяти годам тюрьмы, в этот срок будет зачтено время в тюрьме в Британии, затем он сможет вернуться на родину в Австралию.",bbbreaking_184688,джулиан ассанж освобожден британской тюрьмы покинул великобританию самолете сообщает wikileaks ассанж покинул британскую тюрьму белмарш находился <NUM> года вылетел великобритании самолете это произошло заключении сделки признании вины ассанжем прокуратурой сша официально финализирована самолет основателем wikileaks совершит техническую остановку бангкоке дозаправлен вылетит остров сайпан северные марианские острова имеют статус неинкорпорированной организованной территории сша <NUM> местному времени <NUM> мск <NUM> июня состоится решающее судебное заседание участием признания вины ассанж приговорен пяти годам тюрьмы срок зачтено время тюрьме британии затем сможет вернуться родину австралию,джулиан ассанж освобожден британской тюрьмы покинул великобританию самолете сообщает wikileaks ассанж покинул британскую тюрьму белмарш находился <NUM> года вылетел великобритании самолете это произошло заключении сделки признании вины ассанжем прокуратурой сша официально финализирована самолет основателем wikileaks совершит техническую остановку бангкоке дозаправлен вылетит остров сайпан северные марианские острова имеют статус неинкорпорированной организованной территории сша <NUM> местному времени <NUM> мск <NUM> июня состоится решающее судебное заседание участием признания вины ассанж приговорен пяти годам тюрьмы срок зачтено время тюрьме британии затем сможет вернуться родину австралиюbbbreaking,293,происшествия
263,bbbreaking,2024-06-24 21:00:09+00:00,"Сборная Италии сыграла вничью с командой Хорватии со счетом 1:1 в матче третьего тура группового этапа чемпионата Европы по футболу и вышла в плей-офф турнира. Встреча прошла в Лейпциге. В составе хорватской сборной мяч забил Лука Модрич (55-я минута), ставший самым возрастным автором гола в истории чемпионатов Европы. У итальянцев отличился Маттиа Дзакканьи (90+8). На 54-й минуте Модрич не реализовал пенальти. 

В другом матче группы B сборная Испании со счетом 1:0 обыграла команду Албании. Испанцы набрали девять очков и заняли первое место в группе, сборная Италии с четырьмя очками расположилась на второй строчке. Хорваты стали третьими (два очка), последнее место заняли албанцы (одно очко). Сборная Италии в матче 1/8 финала сыграет с командой Швейцарии, которая заняла второе место в группе A.",bbbreaking_184685,сборная италии сыграла вничью командой хорватии счетом <NUM> матче третьего тура группового этапа чемпионата европы футболу вышла плейофф турнира встреча прошла лейпциге составе хорватской сборной мяч забил лука модрич <NUM>я минута ставший самым возрастным автором гола истории чемпионатов европы итальянцев отличился маттиа дзакканьи <NUM> <NUM>й минуте модрич реализовал пенальти другом матче группы b сборная испании счетом <NUM> обыграла команду албании испанцы набрали девять очков заняли первое место группе сборная италии четырьмя очками расположилась второй строчке хорваты стали третьими очка последнее место заняли албанцы одно очко сборная италии матче <NUM> финала сыграет командой швейцарии которая заняла второе место группе,сборная италии сыграла вничью командой хорватии счетом <NUM> матче третьего тура группового этапа чемпионата европы футболу вышла плейофф турнира встреча прошла лейпциге составе хорватской сборной мяч забил лука модрич <NUM>я минута ставший самым возрастным автором гола истории чемпионатов европы итальянцев отличился маттиа дзакканьи <NUM> <NUM>й минуте модрич реализовал пенальти другом матче группы b сборная испании счетом <NUM> обыграла команду албании испанцы набрали девять очков заняли первое место группе сборная италии четырьмя очками расположилась второй строчке хорваты стали третьими очка последнее место заняли албанцы одно очко сборная италии матче <NUM> финала сыграет командой швейцарии которая заняла второе место группеbbbreaking,296,спорт
264,bbbreaking,2024-06-24 19:17:40+00:00,США объявили Кению своим основным союзником вне НАТО — заявление Белого дома,bbbreaking_184684,сша объявили кению своим основным союзником вне нато заявление белого дома,сша объявили кению своим основным союзником вне нато заявление белого домаbbbreaking,297,происшествия
265,bbbreaking,2024-06-24 19:05:11+00:00,❗️Ситуация со стрельбой в Батайске Ростовской области расценивается как бытовое хулиганство — глава горадминистрации,bbbreaking_184683,ситуация стрельбой батайске ростовской области расценивается бытовое хулиганство глава горадминистрации,ситуация стрельбой батайске ростовской области расценивается бытовое хулиганство глава горадминистрацииbbbreaking,298,происшествия
266,bbbreaking,2024-06-24 18:57:24+00:00,"⚡️Неизвестный устроил стрельбу на улице в Батайске Ростовской области, его личность устанавливается — МВД",bbbreaking_184682,неизвестный устроил стрельбу улице батайске ростовской области личность устанавливается мвд,неизвестный устроил стрельбу улице батайске ростовской области личность устанавливается мвдbbbreaking,299,происшествия
267,bbbreaking,2024-06-24 17:53:42+00:00,"Дания прекратит подготовку украинских пилотов на истребителях F-16 после 2024 года, об этом на пресс-конференции заявил министр обороны страны Троэлс Лунд Поульсен. 

""Мы не можем продолжать обучение украинских пилотов после 2024 года"", - цитирует его слова агентство Ritzau. В настоящее время на базе ВВС Скридструп проходят подготовку около 20 украинских пилотов.",bbbreaking_184681,дания прекратит подготовку украинских пилотов истребителях f<NUM> <NUM> года прессконференции заявил министр обороны страны троэлс лунд поульсен можем продолжать обучение украинских пилотов <NUM> года цитирует слова агентство ritzau настоящее время базе ввс скридструп проходят подготовку около <NUM> украинских пилотов,дания прекратит подготовку украинских пилотов истребителях f<NUM> <NUM> года прессконференции заявил министр обороны страны троэлс лунд поульсен можем продолжать обучение украинских пилотов <NUM> года цитирует слова агентство ritzau настоящее время базе ввс скридструп проходят подготовку около <NUM> украинских пилотовbbbreaking,300,образование
268,bbbreaking,2024-06-24 17:21:40+00:00,"Закон ""О прозрачности иностранного влияния"" не приближает, а отталкивает Грузию от вступления ЕС, властям страны необходимо сменить курс действий, заявил глава дипломатии ЕС Жозеп Боррель.

""Буду ясным: этот закон и все негативные события вокруг него не продвигают, а наоборот - отталкивают Грузию от ЕС"", - заявил он во время пресс-конференции.
Боррель отметил, что такой позиции придерживаются 26 из 27 членов союза.

""Если правительство не сменит курс действий, Грузия не сможет двигаться дальше по пути в Европейский Союз"", - предупредил глава дипломатии ЕС.",bbbreaking_184680,закон прозрачности иностранного влияния приближает отталкивает грузию вступления ес властям страны необходимо сменить курс действий заявил глава дипломатии ес жозеп боррель буду ясным закон негативные события вокруг продвигают наоборот отталкивают грузию ес заявил время прессконференции боррель отметил позиции придерживаются <NUM> <NUM> членов союза правительство сменит курс действий грузия сможет двигаться дальше пути европейский союз предупредил глава дипломатии ес,закон прозрачности иностранного влияния приближает отталкивает грузию вступления ес властям страны необходимо сменить курс действий заявил глава дипломатии ес жозеп боррель буду ясным закон негативные события вокруг продвигают наоборот отталкивают грузию ес заявил время прессконференции боррель отметил позиции придерживаются <NUM> <NUM> членов союза правительство сменит курс действий грузия сможет двигаться дальше пути европейский союз предупредил глава дипломатии есbbbreaking,301,происшествия
269,bbbreaking,2024-06-24 17:08:53+00:00,"⚡️Зеленский заявил, что увольняет командующего Объединенными силами ВСУ Содоля и ставит на его место бригадного генерала Гнатова",bbbreaking_184679,зеленский заявил увольняет командующего объединенными силами всу содоля ставит место бригадного генерала гнатова,зеленский заявил увольняет командующего объединенными силами всу содоля ставит место бригадного генерала гнатоваbbbreaking,302,происшествия
270,bbbreaking,2024-06-24 16:50:06+00:00,"❗️Продажи туров в Крым сократились на 20% после ракетного удара, заявил РИА Новости глава АТОР.",bbbreaking_184678,продажи туров крым сократились <NUM> ракетного удара заявил риа новости глава атор,продажи туров крым сократились <NUM> ракетного удара заявил риа новости глава аторbbbreaking,303,происшествия
271,bbbreaking,2024-06-24 16:40:16+00:00,"Правительство Испании доставило 21 июня вторую партию зенитных ракет Patriot на Украину, сообщило в понедельник новостное агентство EFE с ссылкой на правительственные источники. 

""Поставку, помимо Patriot, включает вторую партию боевых танков Leopard, различные типы боеприпасов, системы борьбы с беспилотниками, оптико-электронные системы наблюдения и слежения, а также турели с дистанционным вооружением"", - пишет издание.",bbbreaking_184677,правительство испании доставило <NUM> июня вторую партию зенитных ракет patriot украину сообщило понедельник новостное агентство efe ссылкой правительственные источники поставку помимо patriot включает вторую партию боевых танков leopard различные типы боеприпасов системы борьбы беспилотниками оптикоэлектронные системы наблюдения слежения также турели дистанционным вооружением пишет издание,правительство испании доставило <NUM> июня вторую партию зенитных ракет patriot украину сообщило понедельник новостное агентство efe ссылкой правительственные источники поставку помимо patriot включает вторую партию боевых танков leopard различные типы боеприпасов системы борьбы беспилотниками оптикоэлектронные системы наблюдения слежения также турели дистанционным вооружением пишет изданиеbbbreaking,304,технологии
272,bbbreaking,2024-06-24 16:28:40+00:00,"⚡️Главы МИД ЕС приняли решение о перечислении доходов от активов РФ в Европейский фонд мира на оружие Киеву, сообщил Боррель.

ЕС выделит Украине из доходов от активов РФ € 1,4 млрд вскоре, € 1 млрд — до конца года на боеприпасы, ПВО и поддержку производства оружия.",bbbreaking_184676,главы мид ес приняли решение перечислении доходов активов рф европейский фонд мира оружие киеву сообщил боррель ес выделит украине доходов активов рф <NUM> млрд вскоре <NUM> млрд конца года боеприпасы пво поддержку производства оружия,главы мид ес приняли решение перечислении доходов активов рф европейский фонд мира оружие киеву сообщил боррель ес выделит украине доходов активов рф <NUM> млрд вскоре <NUM> млрд конца года боеприпасы пво поддержку производства оружияbbbreaking,305,политика
273,bbbreaking,2024-06-24 16:20:33+00:00,"Киев сам выбирает цели при нанесении ударов по России — официальный представитель Пентагона Чарли Дитц, комментируя заявления об ответственности США за ракетный удар по Севастополю",bbbreaking_184675,киев выбирает цели нанесении ударов россии официальный представитель пентагона чарли дитц комментируя заявления ответственности сша ракетный удар севастополю,киев выбирает цели нанесении ударов россии официальный представитель пентагона чарли дитц комментируя заявления ответственности сша ракетный удар севастополюbbbreaking,306,происшествия
274,bbbreaking,2024-06-24 16:17:52+00:00,"Представитель внешнеполитической службы Евросоюза Петер Стано ответил на запрос ТАСС о комментарии в связи с атакой на Севастополь ракетами ATACMS, в результате которой погибли 4 человека и более 150 пострадали. 

Из сообщения агентства следует, что европейские власти ознакомились с официальными заявлениями российских служб об атаке и считают их информацию «не достойной доверия».",bbbreaking_184674,представитель внешнеполитической службы евросоюза петер стано ответил запрос тасс комментарии связи атакой севастополь ракетами atacms результате которой погибли <NUM> человека <NUM> пострадали сообщения агентства следует европейские власти ознакомились официальными заявлениями российских служб атаке считают информацию достойной доверия,представитель внешнеполитической службы евросоюза петер стано ответил запрос тасс комментарии связи атакой севастополь ракетами atacms результате которой погибли <NUM> человека <NUM> пострадали сообщения агентства следует европейские власти ознакомились официальными заявлениями российских служб атаке считают информацию достойной доверияbbbreaking,307,происшествия
275,bbbreaking,2024-06-24 15:56:41+00:00,Никаких обращений к РФ по теме второй конференции по Украине не было — Лавров,bbbreaking_184673,никаких обращений рф теме второй конференции украине лавров,никаких обращений рф теме второй конференции украине лавровbbbreaking,308,происшествия
276,bbbreaking,2024-06-24 15:46:21+00:00,"Киев не может остановить Россию, ему угрожает поражение в конфликте, заявил майор ВС Украины Иван Скуратовский. 

""Нам говорят по телевидению, что ситуация под контролем, но я осознаю, что ничто не находится под контролем... Мы не можем полностью остановить ее (Россию), это невозможно"", - приводит газета Times слова Скуратовского. Он указал на то, что РФ очень сильна, во многих аспектах у нее имеется преимущество. ""Если остальной мир продолжит следовать тому же пути..., тогда, я думаю, что мы столкнемся с поражением. У нас просто заканчиваются люди"", - добавил военный.",bbbreaking_184672,киев остановить россию угрожает поражение конфликте заявил майор вс украины иван скуратовский нам говорят телевидению ситуация контролем осознаю ничто находится контролем можем полностью остановить россию это невозможно приводит газета time слова скуратовского указал рф очень сильна многих аспектах имеется преимущество остальной мир продолжит следовать тому пути думаю столкнемся поражением просто заканчиваются люди добавил военный,киев остановить россию угрожает поражение конфликте заявил майор вс украины иван скуратовский нам говорят телевидению ситуация контролем осознаю ничто находится контролем можем полностью остановить россию это невозможно приводит газета time слова скуратовского указал рф очень сильна многих аспектах имеется преимущество остальной мир продолжит следовать тому пути думаю столкнемся поражением просто заканчиваются люди добавил военныйbbbreaking,309,происшествия
277,bbbreaking,2024-06-24 15:36:09+00:00,"❗️США призывают Китай использовать свое влияние на Россию, чтобы побудить ее начать мирный диалог с Украиной, заявил в понедельник помощник госсекретаря по делам Европы и Евразии Джеймс О'Брайен.",bbbreaking_184671,сша призывают китай использовать свое влияние россию побудить начать мирный диалог украиной заявил понедельник помощник госсекретаря делам европы евразии джеймс обрайен,сша призывают китай использовать свое влияние россию побудить начать мирный диалог украиной заявил понедельник помощник госсекретаря делам европы евразии джеймс обрайенbbbreaking,310,политика
278,bbbreaking,2024-06-24 15:25:56+00:00,"⚡️Молодой человек умер в Костромской области от ботулизма, которым заразился в поездке в Нижний Новгород, там он ел уже готовый салат лобио – власти

Это первый случай смерти от ботулизма в России после массового отравления.",bbbreaking_184670,молодой человек умер костромской области ботулизма которым заразился поездке нижний новгород ел готовый салат лобио власти это первый случай смерти ботулизма россии массового отравления,молодой человек умер костромской области ботулизма которым заразился поездке нижний новгород ел готовый салат лобио власти это первый случай смерти ботулизма россии массового отравленияbbbreaking,311,происшествия
279,bbbreaking,2024-06-24 15:20:17+00:00,"Израиль привержен плану прекращения огня в секторе Газа, озвученному Байденом — Нетаньяху",bbbreaking_184669,израиль привержен плану прекращения огня секторе газа озвученному байденом нетаньяху,израиль привержен плану прекращения огня секторе газа озвученному байденом нетаньяхуbbbreaking,312,политика
280,bbbreaking,2024-06-24 15:00:39+00:00,"❗️Вооруженные силы Франции в ближайшем будущем не будут принимать участие в боевых действиях на территории Украины, заявил президент республики Эмманюэль Макрон, отвечая на вопрос ведущего подкаста Generation Do it Youtself Матье Стефани. 

""Я не думаю, что война придет на нашу территорию, хочу вас успокоить. Мы также не будем прямо завтра участвовать в боевых действиях на украинской территории, хочу вас в этом заверить"", - приводит агентство слова французского лидера. Президент добавил, что понимает страх тех, кто ""опасается, что конфликт распространится на Францию"".",bbbreaking_184668,вооруженные силы франции ближайшем будущем будут принимать участие боевых действиях территории украины заявил президент республики эмманюэль макрон отвечая вопрос ведущего подкаста generation youtself матье стефани думаю война придет нашу территорию хочу успокоить также будем прямо завтра участвовать боевых действиях украинской территории хочу заверить приводит агентство слова французского лидера президент добавил понимает страх тех опасается конфликт распространится францию,вооруженные силы франции ближайшем будущем будут принимать участие боевых действиях территории украины заявил президент республики эмманюэль макрон отвечая вопрос ведущего подкаста generation youtself матье стефани думаю война придет нашу территорию хочу успокоить также будем прямо завтра участвовать боевых действиях украинской территории хочу заверить приводит агентство слова французского лидера президент добавил понимает страх тех опасается конфликт распространится франциюbbbreaking,313,происшествия
281,bbbreaking,2024-06-24 15:00:04+00:00,"⚡️Причастность США и Украины к теракту в Севастополе не подвергается сомнению, заявил глава МИД РФ Сергей Лавров. 

""Спасибо за соболезнования, которые вы высказали в связи со вчерашним терактом в Севастополе. Параллельно была еще одна террористическая атака - в Дагестане. Есть жертвы. Соответствующие компетентные органы делают все, чтобы незамедлительно установить заказчиков. Причастность Соединенных Штатов и их украинских подопечных нами не подвергается сомнению"", - сказал Лавров в ходе переговоров в расширенном составе с главой МИД Белоруссии Сергеем Алейником. 

Министр подчеркнул, что американское вооружение, которое США поставляет украинскому режиму ""не может быть использовано без прямого участия американских военных, включая спутниковые возможности"".",bbbreaking_184667,причастность сша украины теракту севастополе подвергается сомнению заявил глава мид рф сергей лавров спасибо соболезнования которые высказали связи вчерашним терактом севастополе параллельно одна террористическая атака дагестане жертвы соответствующие компетентные органы делают незамедлительно установить заказчиков причастность соединенных штатов украинских подопечных нами подвергается сомнению сказал лавров ходе переговоров расширенном составе главой мид белоруссии сергеем алейником министр подчеркнул американское вооружение которое сша поставляет украинскому режиму использовано прямого участия американских военных включая спутниковые возможности,причастность сша украины теракту севастополе подвергается сомнению заявил глава мид рф сергей лавров спасибо соболезнования которые высказали связи вчерашним терактом севастополе параллельно одна террористическая атака дагестане жертвы соответствующие компетентные органы делают незамедлительно установить заказчиков причастность соединенных штатов украинских подопечных нами подвергается сомнению сказал лавров ходе переговоров расширенном составе главой мид белоруссии сергеем алейником министр подчеркнул американское вооружение которое сша поставляет украинскому режиму использовано прямого участия американских военных включая спутниковые возможностиbbbreaking,314,происшествия
282,bbbreaking,2024-06-24 14:59:09+00:00,"Жертвами пожара в подмосковном Фрязине, по предварительным данным, стали 8 человек, сообщили оперативные службы.",bbbreaking_184666,жертвами пожара подмосковном фрязине предварительным данным стали <NUM> человек сообщили оперативные службы,жертвами пожара подмосковном фрязине предварительным данным стали <NUM> человек сообщили оперативные службыbbbreaking,315,происшествия
283,bbbreaking,2024-06-24 14:50:06+00:00,"❗️Некомплект в органах МВД составляет более 150 тысяч человек, дефицит участковых в ряде регионов достигает 75%, рассказала спикер Совфеда Валентина Матвиенко на встрече главы правительства РФ Михаила Мишустина с руководством верхней палаты российского парламента. 

""Хочу затронуть проблему серьёзного некомплекта в органах внутренних дел. Она возникла не вчера. Всего не хватает более 150 тысяч человек личного состава. Особенно остро стоит вопрос с участковыми. В Костромской области некомплект участковых – 90%. В некоторых районах Москвы – до 75%. Такая картина в большинстве регионов"", - отметила спикер. 

По ее словам, ""один участковый работает за четверых, за десятерых"", при этом зарплату получает абсолютно неконкурентную, зачастую меньше, чем курьер или водитель такси.",bbbreaking_184665,некомплект органах мвд составляет <NUM> тысяч человек дефицит участковых ряде регионов достигает <NUM> рассказала спикер совфеда валентина матвиенко встрече главы правительства рф михаила мишустина руководством верхней палаты российского парламента хочу затронуть проблему серьёзного некомплекта органах внутренних дел возникла вчера хватает <NUM> тысяч человек личного состава особенно остро стоит вопрос участковыми костромской области некомплект участковых <NUM> некоторых районах москвы <NUM> такая картина большинстве регионов отметила спикер словам участковый работает четверых десятерых зарплату получает абсолютно неконкурентную зачастую меньше курьер водитель такси,некомплект органах мвд составляет <NUM> тысяч человек дефицит участковых ряде регионов достигает <NUM> рассказала спикер совфеда валентина матвиенко встрече главы правительства рф михаила мишустина руководством верхней палаты российского парламента хочу затронуть проблему серьёзного некомплекта органах внутренних дел возникла вчера хватает <NUM> тысяч человек личного состава особенно остро стоит вопрос участковыми костромской области некомплект участковых <NUM> некоторых районах москвы <NUM> такая картина большинстве регионов отметила спикер словам участковый работает четверых десятерых зарплату получает абсолютно неконкурентную зачастую меньше курьер водитель таксиbbbreaking,316,происшествия
284,bbbreaking,2024-06-24 14:41:41+00:00,"Связи с шестью заблокированными в здании, загоревшемся во Фрязине, нет — оперативные службы",bbbreaking_184664,связи шестью заблокированными здании загоревшемся фрязине оперативные службы,связи шестью заблокированными здании загоревшемся фрязине оперативные службыbbbreaking,317,происшествия
285,bbbreaking,2024-06-24 14:14:01+00:00,"Официальный курс доллара США по отношению к рублю, объявленный Банком России с 25 июня, составляет 87,3730 руб./$1, сообщает пресс-служба Банка России. Таким образом, стоимость рубля, выраженная в долларах, по сравнению с предыдущим днем выросла на 0,67%.

Официальный курс евро по отношению к рублю, объявленный Банком России с 25 июня, составляет 94,0759 руб./EUR1. Таким образом, стоимость рубля, выраженная в евро, по сравнению с предыдущим днем выросла на 0,20%.",bbbreaking_184663,официальный курс доллара сша отношению рублю объявленный банком россии <NUM> июня составляет <NUM> руб<NUM> сообщает прессслужба банка россии таким образом стоимость рубля выраженная долларах сравнению предыдущим днем выросла <NUM> официальный курс евро отношению рублю объявленный банком россии <NUM> июня составляет <NUM> рубeur<NUM> таким образом стоимость рубля выраженная евро сравнению предыдущим днем выросла <NUM>,официальный курс доллара сша отношению рублю объявленный банком россии <NUM> июня составляет <NUM> руб<NUM> сообщает прессслужба банка россии таким образом стоимость рубля выраженная долларах сравнению предыдущим днем выросла <NUM> официальный курс евро отношению рублю объявленный банком россии <NUM> июня составляет <NUM> рубeur<NUM> таким образом стоимость рубля выраженная евро сравнению предыдущим днем выросла <NUM>bbbreaking,318,происшествия
